Energy Burden (% income),Avg. Annual Energy Cost ($),Total Households,Household Income,Black/ African American (% pop.),American Indian/ Native Alaskan (% pop.),Asian (% pop.),Native Hawaiian/ Other Pacific Islander (% pop.),White Hispanic or Latino (% pop.),White Non-Hispanic or Latino (% pop.),Two or More Races (% pop.),Other Races (% pop.),Less Than High School (% pop.),High School (% pop.),Associates or Some College (% pop.),Bachelors or Higher (% pop.)
2,2359,1416,147166,3,4,20,0,4,65,1,2,0,16,39,45
2,2228,2074,108287,31,0,5,0,6,45,12,0,11,20,33,36
3,2699,1348,104017,34,0,13,0,14,29,9,1,4,12,50,34
2,2375,1387,110882,28,0,5,0,11,35,6,14,3,28,38,32
2,2644,1228,150180,5,1,19,0,11,59,4,1,7,19,23,51
2,2021,1742,83877,20,0,12,0,36,12,10,10,27,23,26,25
3,1956,1248,60592,10,0,1,0,53,3,27,6,36,34,22,8
3,1751,1256,65020,12,1,8,0,45,17,9,9,30,26,27,17
4,2162,1109,53423,8,4,0,0,58,10,12,9,39,31,22,7
3,2001,2101,70363,2,0,3,0,51,24,7,14,33,25,34,8
2,1797,1472,83443,11,0,1,0,43,28,11,5,21,29,26,24
2,2174,1327,92697,7,1,2,0,37,38,11,4,21,11,35,33
2,1123,580,51149,24,1,0,0,35,20,2,20,17,33,40,10
3,2141,1271,67732,5,0,2,0,51,16,16,10,19,45,27,9
3,1187,1814,39253,56,0,2,0,25,8,4,4,14,23,48,15
3,1096,1503,40243,73,0,2,0,8,13,1,3,9,34,27,30
3,1178,2154,46539,67,0,4,0,9,13,6,1,17,16,48,19
2,1168,760,53014,39,0,1,0,14,27,20,0,6,43,23,28
3,2062,1342,80419,7,3,0,0,45,35,3,6,11,32,27,30
3,1961,1930,56084,3,0,0,0,53,15,10,19,38,22,30,10
3,2136,1397,72472,7,1,5,0,47,21,4,15,34,29,18,19
2,1164,643,60425,14,0,3,0,32,43,6,2,10,15,45,29
3,2063,1751,70358,13,0,21,0,35,23,6,2,26,13,42,18
3,967,1468,34400,18,0,6,0,57,4,1,14,51,25,19,5
2,1398,1157,60125,29,0,16,0,21,31,2,0,18,15,20,48
2,1832,2125,76608,33,1,26,0,12,17,5,7,20,14,36,30
2,1538,2574,62870,50,0,11,0,19,13,2,4,23,20,34,23
2,1669,2400,76951,21,0,17,0,14,26,17,5,4,23,37,36
2,2145,2213,116067,4,0,13,0,9,65,4,5,3,10,27,60
3,2437,1514,94608,13,0,19,0,19,40,5,4,18,11,34,37
2,2208,1428,110766,11,0,23,0,14,39,7,5,10,17,35,38
2,1932,1937,82386,9,1,24,0,14,45,6,1,13,14,38,36
2,1598,2434,77738,18,1,31,0,9,28,12,1,10,24,28,38
3,2069,1045,76124,17,0,20,0,33,25,2,2,20,18,33,29
3,2021,1986,74338,14,0,29,0,18,20,8,10,9,19,43,29
2,2039,1949,105708,2,0,16,0,17,58,5,1,9,5,38,47
3,2036,1046,77754,5,1,19,0,44,10,14,9,35,21,32,12
3,2018,1170,64311,5,0,9,0,57,16,6,5,42,20,16,22
3,1377,1926,53362,44,0,14,0,18,19,5,2,8,29,35,28
3,1344,2382,49165,46,0,7,0,22,12,7,6,19,23,26,32
2,2466,1100,137415,2,0,8,0,3,84,2,0,0,2,25,73
2,2430,1209,115062,11,0,12,0,10,63,2,1,3,19,27,51
2,2297,2342,128949,9,0,9,0,28,50,4,0,16,11,35,39
2,1557,3094,81145,45,0,24,0,6,18,7,1,3,15,31,51
2,2335,1102,116636,14,0,14,0,6,61,1,5,4,12,34,50
2,1619,2217,98872,20,0,16,0,16,45,2,1,5,11,32,53
3,2062,1059,78380,4,0,17,0,41,23,5,10,35,16,28,21
3,1797,917,70936,19,0,18,0,29,24,3,7,8,21,49,23
3,2300,896,80827,20,3,21,0,29,14,5,8,36,15,26,22
2,1686,1221,76285,11,0,27,0,38,24,1,0,27,30,27,16
2,1997,1252,89717,5,0,5,0,29,29,27,5,19,40,15,27
3,1867,1208,60646,23,1,5,0,21,26,21,2,19,26,37,19
1,2307,1134,166951,9,0,25,0,4,53,5,4,3,12,5,80
2,2302,1724,149541,9,0,9,0,9,67,5,0,5,11,30,54
1,1097,337,86809,14,0,15,0,25,37,9,0,0,11,30,59
1,1010,772,86460,25,0,14,0,4,48,2,6,2,9,17,73
1,1133,701,80485,22,4,25,0,7,41,1,0,2,9,16,72
2,2284,1828,117615,10,0,16,0,14,52,4,4,6,17,45,32
2,1959,2078,88466,20,1,3,0,22,36,6,12,8,17,35,40
2,2297,1679,143484,1,3,1,0,9,83,3,1,4,4,19,72
2,2479,1727,161997,10,0,7,0,1,81,0,1,0,2,13,85
3,1492,2227,55465,16,0,3,0,7,14,7,52,23,30,25,22
1,2642,1725,178345,2,0,2,0,4,85,6,0,1,2,11,86
2,2037,2406,82733,15,0,6,0,15,55,7,2,8,13,44,34
3,1363,1087,44883,7,0,0,0,12,1,3,77,66,19,10,6
4,1356,1546,37541,22,0,4,0,7,14,2,52,18,24,37,21
3,1746,1514,69607,9,0,1,0,38,18,9,25,32,17,32,19
2,2362,996,116101,5,0,2,0,10,79,2,3,3,21,19,57
2,2171,1723,93787,1,1,8,0,15,68,4,3,10,8,26,56
1,4070,1019,355290,0,0,3,1,2,88,5,1,0,3,5,92
1,3540,955,273479,8,0,8,0,10,69,3,0,0,6,15,79
1,3086,1614,273417,0,0,10,1,1,79,7,2,1,7,8,84
1,3945,2378,338793,0,0,4,0,2,91,3,0,0,2,1,97
1,3273,1627,320598,0,1,3,0,2,93,0,1,0,3,4,93
1,3269,867,262191,1,0,9,0,1,87,3,0,0,0,19,81
1,3799,647,346709,0,0,5,0,2,81,9,3,0,0,9,91
1,3410,1884,287380,0,0,5,0,2,92,0,0,0,0,13,87
3,2212,1160,73414,2,1,0,0,73,8,9,7,37,31,22,11
1,2303,1756,180599,7,0,43,0,8,37,4,1,1,11,10,78
3,2377,735,81669,4,0,2,0,51,23,7,14,29,30,23,18
6,2241,1587,38746,91,0,0,0,6,2,0,1,17,42,34,7
3,1652,1098,49767,76,0,0,0,10,12,0,0,25,25,36,14
2,1140,1032,75318,28,0,1,0,9,51,3,7,4,4,45,47
1,1083,2552,98232,27,0,2,0,16,47,5,4,4,6,14,75
4,1504,2086,36139,51,0,7,0,22,5,14,1,38,22,29,10
1,3754,856,322308,0,0,9,0,2,83,4,1,0,1,11,88
2,1911,2547,118799,3,0,7,0,16,69,5,0,5,15,30,50
5,2091,2521,39720,74,0,0,0,19,2,1,4,22,39,26,13
4,2009,1011,46644,78,0,0,0,6,10,0,7,19,35,36,10
5,2158,1866,41680,41,0,0,0,42,3,7,7,33,29,29,9
7,2263,1793,31383,61,0,0,0,33,3,1,3,22,46,16,15
4,2133,1486,59244,8,0,1,0,62,8,9,12,35,35,20,10
6,854,807,13145,4,1,41,0,14,28,10,1,2,25,46,27
1,2396,2027,200375,7,0,19,0,5,64,6,0,1,5,16,79
1,2578,1759,191174,16,0,15,0,7,53,8,2,3,6,18,73
1,2633,1133,202500,14,0,7,0,6,64,8,1,2,3,20,75
2,2275,1135,137725,15,0,13,1,12,56,3,0,2,9,33,56
2,2043,2348,109854,8,0,2,0,17,61,5,6,6,18,45,31
2,1976,2041,97176,3,1,0,0,5,87,4,0,3,24,36,37
2,2145,760,93660,4,1,1,0,2,92,1,0,9,16,30,45
3,2038,1754,77651,4,1,0,0,22,65,6,3,16,21,37,26
2,2188,1494,96119,28,0,3,1,18,47,2,1,8,12,46,34
2,2212,2253,130245,20,0,3,0,18,44,11,3,2,10,38,50
2,2021,1594,113046,6,0,0,0,14,78,1,1,4,16,45,36
2,2047,1232,99404,12,1,1,0,10,70,2,4,6,20,31,44
2,1874,1306,88269,19,0,2,0,16,56,3,3,0,9,45,45
1,1923,922,158673,9,4,0,0,17,69,1,0,2,2,18,77
1,2065,2158,143521,15,0,1,0,11,63,10,0,3,9,31,57
2,2021,1334,105691,12,0,3,0,25,52,8,0,7,6,59,29
2,1855,2797,114794,17,0,17,0,20,37,6,3,3,19,43,35
1,1976,2173,157574,13,1,16,0,7,56,6,1,1,6,24,69
2,2289,787,105896,0,0,0,4,20,69,1,6,18,14,43,25
2,2106,440,130234,0,0,7,0,11,70,6,6,0,24,30,46
2,2134,2326,134505,17,0,1,0,10,59,6,8,1,13,42,44
2,2299,1859,148304,26,0,18,0,1,51,4,1,0,25,16,59
2,2234,2471,139998,14,1,8,0,6,51,14,6,6,27,19,48
1,2266,1439,204206,22,1,25,0,18,21,12,1,13,0,9,77
1,1804,2115,128226,24,0,6,0,12,55,2,1,1,15,31,53
2,2085,727,132320,20,0,4,0,7,64,5,0,0,12,25,63
2,2019,815,109528,20,0,0,0,3,62,14,0,0,19,38,43
4,3130,2018,85643,4,0,1,0,17,71,6,1,8,30,38,24
2,2120,1844,103726,9,0,3,0,8,76,1,4,16,18,32,35
2,2167,710,119350,0,0,0,0,17,79,3,1,12,18,32,39
2,1997,877,87549,0,1,0,0,10,87,3,0,12,25,39,24
2,2052,1272,116317,0,0,1,0,11,81,7,1,5,22,24,49
2,1927,957,85220,6,0,0,0,17,72,4,1,10,22,27,41
2,2601,2248,172171,0,0,1,0,1,93,2,2,0,6,32,62
2,1810,2154,112338,1,1,1,0,1,95,0,0,2,12,25,60
1,1347,1351,92324,7,0,14,0,10,62,5,2,3,23,30,44
1,1856,1695,127844,2,1,7,0,7,74,5,4,0,12,31,57
2,1981,1618,108241,1,1,0,0,6,87,2,3,11,22,38,29
2,1959,2787,112940,4,0,2,0,9,74,10,1,4,14,35,47
2,2556,1308,153192,1,0,1,0,27,60,5,6,6,23,30,41
1,2814,1186,197176,0,0,0,0,2,95,2,0,0,4,28,67
1,2316,1169,177304,3,0,4,0,5,85,3,1,3,8,26,63
2,2407,1741,152101,2,0,2,0,8,84,4,0,4,13,30,53
2,1987,1709,107655,5,3,0,0,17,68,2,6,8,13,41,38
2,1934,1825,124233,6,4,2,0,11,57,15,6,3,12,42,43
1,2621,1922,212761,5,0,7,0,5,70,14,0,1,7,29,64
1,2330,2262,174947,1,0,3,0,9,73,10,4,6,12,32,49
2,2327,2424,93933,5,1,1,0,7,78,6,3,3,6,43,49
3,2327,1414,67363,2,0,2,0,10,82,3,2,5,13,27,55
2,1657,1731,70521,3,7,4,0,18,56,11,1,6,21,44,29
2,1830,1406,97744,1,0,2,0,13,79,5,2,6,29,31,34
3,2006,1099,73652,13,1,0,0,23,46,8,8,18,22,20,40
2,2509,2849,122563,3,0,2,0,6,79,5,5,4,8,21,66
2,2088,536,105675,2,0,1,0,26,66,4,1,9,21,29,40
3,2017,1257,61553,1,1,1,0,30,58,4,5,9,14,39,38
2,1647,1253,69472,8,0,5,0,15,60,11,1,6,39,23,32
3,1395,1457,43260,20,0,5,0,25,41,6,2,9,17,26,48
4,2538,959,61330,5,1,0,0,45,33,10,5,14,20,35,31
3,2085,1306,69624,8,1,2,0,31,45,6,7,11,14,47,28
4,2176,993,60265,26,0,3,0,13,46,7,5,2,17,53,27
3,1219,1702,39901,11,0,8,0,12,62,4,2,2,23,39,37
3,1806,1958,55201,16,1,2,1,22,44,14,1,14,17,47,22
3,1100,1114,33938,21,0,10,0,18,42,5,4,5,19,49,27
4,1653,1075,39213,7,1,13,2,19,49,8,2,6,12,41,41
3,1051,1874,36824,5,0,10,0,16,67,1,0,7,4,45,44
3,2249,1226,74425,31,1,2,0,18,36,5,6,10,34,27,28
3,1266,1248,42108,26,0,2,1,11,38,18,3,5,19,41,35
3,1117,1355,41152,28,0,1,0,17,48,5,1,7,20,54,19
3,1014,1593,35619,22,1,11,0,15,47,2,2,4,14,49,33
2,1964,2403,101715,14,0,5,0,4,65,7,5,2,17,29,53
2,2283,1497,111236,6,1,3,0,11,68,11,1,1,11,33,55
2,2200,1261,100720,3,0,7,1,6,59,22,2,2,26,30,42
2,2350,1593,128206,12,0,2,0,12,65,9,0,4,9,37,50
1,2103,1598,159177,5,0,8,0,2,80,5,1,0,6,43,51
2,1797,2810,76401,3,1,1,0,32,52,8,4,5,29,38,28
2,2199,1731,139284,7,0,2,0,5,77,2,5,3,13,37,47
2,2315,980,127712,1,0,1,0,5,87,5,1,2,25,32,41
2,2014,1202,80727,1,9,1,0,46,28,7,9,20,26,30,25
1,1859,2606,133261,4,2,5,0,22,56,7,4,5,11,30,54
2,2377,1317,117800,8,1,4,0,15,50,15,8,12,25,34,29
2,2404,836,150324,5,1,12,0,20,58,4,0,0,15,30,55
2,2529,1728,132200,7,0,1,0,8,80,5,0,2,18,28,52
2,2120,1583,97581,7,0,1,0,14,66,6,5,7,19,31,43
2,2353,1114,115552,6,0,0,0,14,77,3,0,0,15,34,50
2,2117,1223,110581,8,0,4,0,6,71,11,0,21,19,28,33
2,2244,1385,113683,0,0,6,0,9,74,4,7,5,10,31,54
2,2138,1115,104428,6,0,4,0,13,64,7,6,14,9,33,44
2,1732,1699,76842,13,0,1,0,25,39,11,11,17,25,30,28
2,2123,2147,114500,8,1,12,0,11,61,6,2,0,18,44,38
1,2793,1631,212318,3,0,4,0,5,82,4,2,2,3,20,75
2,2351,1321,144141,1,0,1,0,2,93,1,1,1,13,28,58
1,2378,1358,159662,2,1,3,0,6,85,2,1,0,8,25,67
2,2229,2564,141956,12,0,3,0,17,58,5,6,4,23,45,28
1,1245,1748,85468,23,1,18,0,19,29,6,4,4,16,32,47
1,2496,1005,168375,9,1,5,0,15,58,10,2,1,18,32,50
2,2003,1403,101687,17,0,2,0,16,50,7,9,13,23,37,27
2,2157,1405,102597,7,0,2,0,25,55,3,7,8,18,51,23
1,1849,1358,164788,16,0,33,0,8,35,6,1,1,6,19,74
1,2245,2268,164334,4,1,10,0,7,70,7,1,4,7,22,67
1,2635,749,192797,0,0,10,0,5,77,4,3,2,4,21,73
1,2275,1373,183019,6,1,16,0,8,58,7,4,4,6,25,65
2,1798,1159,108964,7,1,4,0,9,48,14,18,0,31,33,35
2,2086,1735,137314,12,0,15,0,8,60,5,0,6,18,25,52
2,1665,1955,96004,16,0,15,0,13,42,12,2,3,14,34,50
2,2089,1923,132575,12,0,16,1,9,51,7,4,5,14,34,48
1,2416,1490,216129,19,0,17,0,7,52,5,0,0,8,10,82
2,1749,2125,83572,2,0,0,0,4,92,2,0,1,18,29,52
2,1579,2149,98606,12,0,22,1,9,50,4,2,0,13,23,63
1,1781,1608,131783,10,1,11,0,16,57,4,2,2,6,42,51
1,2041,1702,175376,8,0,23,0,16,46,7,0,0,15,9,76
1,2553,2137,221568,4,0,37,0,8,51,0,0,3,7,13,77
1,2350,1485,194836,5,1,30,0,9,43,6,5,3,8,15,74
2,1934,1575,114593,12,0,18,0,16,42,7,4,4,19,28,49
2,1846,1323,98013,5,0,14,0,19,50,4,7,4,14,27,56
2,1549,1915,70191,14,1,18,0,24,21,16,6,10,27,34,29
2,1961,1351,95508,4,0,9,0,28,37,17,4,19,19,38,24
2,1964,1513,93298,3,1,4,0,43,37,7,5,11,16,25,48
2,1485,2170,76298,24,0,4,0,21,39,9,3,3,18,40,39
3,2078,1567,75174,7,0,0,0,32,49,6,6,31,22,22,26
2,1699,1079,71549,3,0,3,0,39,16,34,4,12,39,24,25
2,1179,1360,73982,28,0,6,1,16,38,10,1,3,16,38,43
2,2421,1287,151549,7,0,20,0,16,54,3,0,5,8,26,61
2,2305,2228,149320,6,1,26,0,13,48,5,0,4,8,35,53
1,2773,948,224847,7,1,18,0,5,68,2,0,1,2,11,86
2,2002,1756,115391,14,1,15,0,16,48,6,1,4,14,26,56
2,2600,2043,154652,10,0,16,1,11,49,10,4,1,13,20,65
2,2017,1441,126793,15,0,9,0,7,65,3,1,2,12,35,52
2,2264,1700,134488,3,1,10,0,10,64,11,2,3,13,41,44
2,1016,3062,52492,34,6,2,0,11,39,5,2,4,23,35,38
3,1499,2615,59551,43,0,6,0,12,30,5,4,2,16,42,40
2,1458,2130,63019,37,1,5,0,19,32,5,1,8,26,36,31
2,1461,1751,65519,20,0,18,0,18,31,8,5,4,25,41,30
2,2309,1098,133923,5,1,12,0,10,64,7,2,6,28,24,41
2,1734,935,93677,9,0,15,0,25,46,3,2,3,7,29,61
2,1067,2679,64197,24,1,10,0,13,40,11,2,0,11,39,51
2,1097,2178,65889,31,0,7,0,11,40,9,2,1,15,48,36
1,2328,1623,181475,13,0,32,1,5,45,4,1,7,4,19,70
1,2267,662,190973,7,0,20,0,3,64,6,0,3,12,26,58
5,1789,356,37237,0,0,0,0,76,20,0,4,49,19,29,3
2,1508,2759,95615,21,0,21,0,11,43,2,2,1,13,31,55
1,948,2757,76430,6,0,5,0,8,70,10,0,0,14,28,58
1,1932,1671,138663,4,1,3,0,1,88,3,0,3,5,19,73
2,1976,1284,120566,12,0,43,0,6,35,3,1,1,14,29,56
2,1760,1670,114584,9,1,54,0,3,28,3,0,3,18,24,55
1,1757,1717,159685,16,0,23,0,9,49,4,0,0,4,21,76
1,2766,986,218551,4,0,31,0,5,59,1,0,0,4,20,77
1,1349,673,127866,0,2,46,0,15,35,3,0,4,4,35,57
1,2004,1076,166515,1,0,66,0,9,24,0,0,0,5,28,67
1,959,1165,90965,6,0,12,0,4,78,0,0,1,8,13,78
2,2133,1686,111004,12,0,14,0,13,54,5,1,2,17,40,42
2,1738,2075,87199,11,0,17,1,19,45,5,3,1,22,41,35
2,2035,1956,81596,7,0,4,0,20,59,3,6,15,26,22,38
1,2403,1771,174262,6,1,4,0,7,78,3,1,0,16,32,52
1,2806,1029,216580,4,0,22,0,4,62,6,2,1,1,23,75
2,2329,1532,124973,9,0,9,0,9,63,7,1,4,7,33,57
2,2126,1557,119032,7,1,2,0,10,71,4,6,0,16,34,50
2,2220,515,111426,9,0,8,0,15,49,9,9,3,16,30,51
1,2657,1305,188188,6,0,11,0,2,76,4,1,1,8,26,66
2,2354,1604,143471,5,1,10,0,9,72,4,1,2,7,20,72
2,2501,1164,166191,3,1,5,0,6,82,3,0,0,3,29,68
1,2577,1518,181708,6,0,22,0,6,60,4,1,0,7,27,66
2,1231,1536,64693,13,0,6,0,27,45,2,9,7,27,36,31
2,2579,1151,139480,4,1,6,0,8,77,3,1,1,18,24,57
2,2303,1095,129179,6,0,9,0,6,74,4,1,4,15,25,56
2,2385,1137,129775,16,0,13,0,12,55,2,1,5,9,30,56
2,1707,822,83334,21,0,23,0,16,27,10,4,5,17,35,43
2,1716,1047,83748,21,1,11,2,14,40,4,8,8,15,39,37
2,1295,1622,56843,26,0,5,0,21,35,5,8,3,27,39,31
2,1338,1678,72466,25,1,5,0,11,37,8,13,2,10,47,41
2,1393,1031,76505,31,1,13,0,9,36,9,1,2,9,30,59
2,1731,2011,109883,19,0,17,0,18,37,7,1,3,9,35,54
2,1424,1504,87885,22,0,18,0,4,44,8,4,3,11,40,46
3,1396,1413,48053,8,0,9,0,46,24,5,7,19,27,28,26
2,1574,2077,64970,14,0,11,0,17,40,15,4,14,20,30,36
2,2060,654,100293,23,0,14,0,11,39,7,5,9,19,30,42
2,2127,2540,98248,4,0,12,0,19,49,12,3,17,14,22,47
3,1742,1326,67362,15,0,10,0,23,42,5,5,19,27,31,24
3,1832,1021,64940,0,11,12,0,39,23,14,1,27,25,26,22
2,1927,1505,78173,6,0,7,0,49,25,7,7,24,29,29,19
1,2491,1365,177413,3,0,3,0,14,76,4,1,3,10,19,68
2,2444,1392,159095,0,1,5,0,6,85,3,0,5,8,33,54
1,2913,1166,229560,4,0,3,0,5,82,6,1,1,4,18,77
1,2721,1476,204836,2,0,16,0,6,68,7,1,2,6,20,72
1,3155,1404,231383,9,0,22,0,3,65,1,0,0,0,12,88
1,2775,1651,203053,2,1,18,0,5,69,2,3,0,5,19,76
1,2977,1335,232838,4,0,1,0,9,81,3,1,2,5,16,77
1,2589,2509,207541,0,0,6,0,4,84,4,2,0,3,20,77
1,2120,1572,174068,2,0,17,0,6,72,4,0,4,14,17,64
1,2572,1156,176455,4,0,8,0,6,75,4,1,2,13,20,65
1,2401,1317,173313,2,0,11,0,6,81,1,0,0,2,35,64
1,1191,837,98121,2,0,6,0,11,77,4,0,0,25,11,63
1,2095,1684,179065,4,0,9,0,4,79,3,0,2,5,29,64
1,2552,1576,203289,4,0,18,0,3,71,4,0,1,6,24,69
3,2413,1630,93722,8,1,0,0,27,48,11,6,21,23,34,22
3,2297,1292,67433,10,0,0,0,36,29,24,2,23,39,27,11
3,2387,1124,93306,1,2,0,0,43,43,7,5,26,23,36,16
3,2404,939,73834,6,13,0,0,31,47,2,2,26,37,31,6
2,1919,2167,77812,23,0,0,0,20,42,7,6,16,32,39,13
3,2338,2140,87412,10,0,4,0,16,53,8,10,7,26,30,37
2,2456,1604,133762,9,0,3,0,10,75,2,1,5,11,33,51
2,2438,1177,111753,10,0,0,0,3,81,2,3,11,20,31,38
2,2075,2284,98479,2,1,1,0,21,69,2,3,11,20,25,44
2,2401,1172,124686,18,0,2,0,10,58,12,1,3,20,39,38
2,2262,2291,109375,27,3,0,0,17,45,7,1,3,27,27,42
2,2207,2510,110900,6,0,3,0,14,73,3,1,5,24,36,35
2,2447,896,115314,12,1,0,0,19,60,4,6,10,28,34,27
2,2384,1544,112895,7,1,0,0,17,66,3,6,10,25,34,30
3,2338,1256,89487,8,0,0,0,14,70,5,4,7,11,50,32
2,2460,2260,147320,9,0,0,0,7,79,5,0,4,16,35,46
3,2311,1292,80489,5,0,2,0,34,48,5,6,11,33,38,18
3,1883,1710,55632,50,0,0,0,12,31,2,5,16,23,42,19
4,1961,952,55432,15,0,0,0,7,49,22,6,14,24,43,19
2,1739,2070,77207,6,0,0,0,24,66,4,1,11,26,43,21
2,1886,1404,78062,9,1,0,0,18,62,2,7,12,22,45,21
2,2237,1704,106530,7,0,1,0,17,66,7,2,3,21,45,31
2,2019,1702,82995,13,1,1,0,14,56,8,7,8,29,41,22
2,2339,2966,133276,10,0,1,0,3,79,7,0,3,16,34,47
2,2246,2593,114101,4,0,2,0,5,83,6,0,4,24,38,34
3,2251,536,82816,2,1,1,0,23,61,8,3,15,33,33,19
2,2470,2436,116249,5,1,1,0,8,79,6,1,7,27,40,26
3,2288,1827,73657,12,1,0,0,12,64,5,6,11,35,39,14
3,2405,1650,93287,0,0,1,1,18,70,6,4,17,30,34,19
3,2412,704,85041,7,6,0,1,18,53,5,11,23,30,35,12
2,2634,1072,114047,1,0,0,0,20,66,6,8,15,26,36,24
2,2210,835,107837,24,0,1,0,15,59,0,0,1,21,46,31
3,2309,1879,91559,4,0,0,0,31,52,7,6,15,24,30,31
3,2144,1883,66263,13,0,0,0,30,26,19,11,27,28,31,14
3,2064,2107,71821,20,0,0,0,47,29,1,3,27,33,33,8
2,2349,1791,97315,0,0,0,0,28,69,1,2,14,41,25,20
3,2247,930,70671,7,0,8,0,5,73,2,6,6,28,40,26
4,2570,851,72244,8,0,0,0,1,90,0,1,15,35,30,20
3,2590,1439,82469,2,2,0,0,9,80,3,5,9,32,40,19
3,2346,1739,90107,7,1,0,0,14,61,6,11,14,31,27,28
3,2152,1453,70589,26,1,1,0,4,63,2,3,11,27,32,30
4,1862,1176,42973,21,5,5,0,9,46,6,9,11,17,41,31
3,2550,2030,81582,1,0,1,0,4,87,2,4,9,32,34,25
5,1943,1327,39031,25,0,0,0,14,22,2,37,30,33,31,6
4,1649,2104,37085,13,0,2,0,6,38,9,31,21,34,36,9
3,2078,1851,60920,20,1,0,0,4,64,1,10,9,40,25,26
2,2447,1525,111471,1,1,4,0,8,83,0,3,7,23,28,42
2,2565,1055,104059,3,0,0,0,4,85,8,0,2,26,40,31
2,1920,2112,90017,7,1,1,0,7,76,7,2,8,31,32,29
3,1925,2709,71052,8,2,2,0,6,76,3,3,9,33,34,24
3,2352,1841,81615,10,2,0,0,8,72,2,5,8,32,39,20
3,2665,1347,102446,1,0,1,0,6,83,4,5,8,33,37,22
2,2713,1134,117791,0,0,1,0,11,79,1,8,7,29,41,23
2,2621,1718,111138,1,1,1,0,12,78,3,5,9,32,32,26
3,2292,1782,72194,1,2,1,0,7,83,4,1,16,38,28,18
4,2109,2376,59062,0,0,0,0,13,75,3,7,22,32,25,20
3,2122,1097,61237,0,1,0,0,6,88,4,1,16,29,38,16
2,1601,2002,85722,7,1,0,0,8,81,3,0,6,42,34,18
2,1783,1746,78259,1,0,0,0,9,85,3,2,4,40,31,25
2,1886,1965,94845,0,0,1,0,8,88,2,1,13,28,41,18
2,2029,2032,103184,0,1,1,0,10,85,1,2,9,32,33,26
3,1877,1725,69841,4,1,1,0,19,68,6,0,21,48,24,8
3,1538,1441,59279,1,1,0,0,26,68,4,0,24,37,31,7
3,1911,2318,73481,1,0,0,0,13,79,6,0,10,27,39,25
2,1866,2107,108072,6,0,1,0,12,69,11,1,5,21,37,38
2,1764,1629,100080,4,0,4,0,8,84,1,0,3,23,47,27
2,1949,1057,87441,2,0,1,0,7,89,0,0,5,34,40,21
2,1819,1270,72864,0,0,0,0,17,78,5,0,6,43,32,19
2,1980,1104,96567,7,0,0,0,5,87,2,0,2,32,49,17
2,1952,2090,107716,3,0,1,0,21,72,3,0,7,12,38,43
2,1900,1081,96994,5,0,0,1,6,69,18,1,1,26,41,32
2,1740,1223,73487,6,0,1,0,5,81,5,2,4,30,47,20
2,1286,1984,56989,8,0,3,0,22,62,4,1,12,36,38,14
3,1790,1600,56956,2,0,3,7,26,55,4,2,20,32,25,23
2,1813,1713,74245,2,0,1,0,25,69,1,1,7,34,33,27
2,2078,2149,107862,7,0,2,0,14,72,1,4,11,17,35,37
2,2030,1871,107292,0,0,0,0,9,89,2,0,9,39,29,23
3,2085,1137,67995,1,1,0,1,57,33,5,2,44,23,26,7
2,2016,1352,89456,8,0,1,0,28,57,2,4,12,41,34,13
3,1942,925,70624,9,0,5,0,26,54,5,1,23,45,25,7
3,1915,870,73261,0,0,0,0,15,77,7,1,18,38,28,16
3,1884,1246,70918,0,0,0,0,18,74,5,3,9,34,29,27
2,1956,1037,86132,0,0,0,0,22,65,2,10,19,36,36,9
3,1766,1451,66523,8,0,0,1,22,63,3,4,15,47,24,14
2,2042,656,114210,31,0,0,0,21,31,7,9,1,25,22,51
2,1930,962,86994,8,0,2,0,15,52,3,20,19,25,33,23
2,2048,1378,92131,0,0,0,0,6,91,2,1,10,28,42,20
2,1998,1293,79979,0,0,0,0,12,84,4,0,11,47,25,17
2,1712,918,103779,5,0,1,0,2,87,4,1,8,31,30,32
3,1794,1841,69824,0,1,0,0,9,89,0,1,8,36,37,19
2,1625,1160,94385,1,2,1,0,15,81,0,1,21,24,23,33
3,1863,1504,58431,5,1,3,0,28,59,1,3,24,36,26,14
3,1715,1257,49192,5,0,0,5,36,41,13,1,33,34,24,9
4,1796,1172,44046,7,0,0,0,59,28,2,3,35,44,18,3
2,1709,1688,95469,1,0,0,0,7,88,3,1,3,23,41,33
3,1773,2316,65491,6,1,1,0,24,62,2,4,20,28,38,14
2,1802,2528,83248,23,0,6,0,17,46,7,0,12,19,45,24
3,2428,1670,95721,25,0,3,0,8,47,15,3,7,16,47,30
3,2343,1564,87744,9,0,0,0,22,67,1,0,12,36,26,25
2,2448,2177,122502,16,0,5,0,12,59,4,3,5,20,52,23
2,2752,616,132396,9,0,0,0,12,78,1,0,2,24,34,40
3,2254,1803,78185,25,0,4,0,25,35,5,5,8,29,35,28
2,2701,1230,142915,8,0,2,0,10,75,3,2,7,27,27,39
2,2539,1260,138567,8,0,4,0,11,69,3,4,5,17,43,35
3,2187,1151,72591,20,0,0,0,21,58,0,1,5,40,46,8
2,2522,2150,127874,6,0,0,0,11,80,2,1,1,16,39,45
3,2098,1401,66988,12,0,0,0,25,51,3,8,18,24,36,22
4,2066,953,55626,18,0,0,0,30,33,13,6,14,28,36,22
3,2267,1594,76256,17,0,0,0,17,57,2,7,18,19,33,29
